generated_file,ground_truth_file,generated_sql,ground_truth_sql,is_match
北京市良乡-a1c97b3efda54c3a852b0361442dc0b0_generated.yaml,北京市良乡-a1c97b3efda54c3a852b0361442dc0b0.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '房山区' AND block_name = '良乡' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '房山区' AND block_name = '良乡' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '房山区' AND block_name = '良乡' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
北京市首钢-099bc478cbed431d9048dabdaf8be148_generated.yaml,北京市首钢-099bc478cbed431d9048dabdaf8be148.yaml,"[""SELECT date_code, supply_sets, trade_sets FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
北京市首钢-38d50896e1e94803adbfbe5a7f3e4933_generated.yaml,北京市首钢-38d50896e1e94803adbfbe5a7f3e4933.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
北京市首钢-75ddeda557894ce0b338681a2c9c9851_generated.yaml,北京市首钢-75ddeda557894ce0b338681a2c9c9851.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '北京市' AND district_name = '石景山区' AND block_name = '首钢' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
广州市中新镇-1f762468c92f4dbaba12b25d46f050bc_generated.yaml,广州市中新镇-1f762468c92f4dbaba12b25d46f050bc.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
广州市中新镇-59ddcc1f30cd4a5592fd1685e2bebc94_generated.yaml,广州市中新镇-59ddcc1f30cd4a5592fd1685e2bebc94.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
广州市中新镇-69e225e08bf74a04827ecf4f499d479e_generated.yaml,广州市中新镇-69e225e08bf74a04827ecf4f499d479e.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
广州市中新镇-9c302297bd134b3fbeb9071d78158535_generated.yaml,广州市中新镇-9c302297bd134b3fbeb9071d78158535.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '中新镇' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
广州市朱村-01e3d468c2e14cdb978976ea3d89e284_generated.yaml,广州市朱村-01e3d468c2e14cdb978976ea3d89e284.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
广州市朱村-150b8b6ef71e470eaddf6105ec9f1f2e_generated.yaml,广州市朱村-150b8b6ef71e470eaddf6105ec9f1f2e.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
广州市朱村-2f3c196c4bfe4f58a4899fc6b38b5c3f_generated.yaml,广州市朱村-2f3c196c4bfe4f58a4899fc6b38b5c3f.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
广州市朱村-e5ace1591067470eb7348af7d54df068_generated.yaml,广州市朱村-e5ace1591067470eb7348af7d54df068.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '朱村' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
广州市永和-33720bd4a8924069aad7b5d2fafced1f_generated.yaml,广州市永和-33720bd4a8924069aad7b5d2fafced1f.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
广州市永和-78deb1590b7c4ffbade66dd2fc9674cf_generated.yaml,广州市永和-78deb1590b7c4ffbade66dd2fc9674cf.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
广州市永和-7b82c885a7f44bc3805a63f53557e214_generated.yaml,广州市永和-7b82c885a7f44bc3805a63f53557e214.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
广州市永和-c5adf5d0f3fe4068a9408ee31744d242_generated.yaml,广州市永和-c5adf5d0f3fe4068a9408ee31744d242.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '增城区' AND block_name = '永和' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
广州市香雪-201a38526f6b4bffb73f73113cd35945_generated.yaml,广州市香雪-201a38526f6b4bffb73f73113cd35945.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
广州市香雪-59924c873f3a443598d3a941cf2a0073_generated.yaml,广州市香雪-59924c873f3a443598d3a941cf2a0073.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
广州市香雪-ec3e82caff7f4ed096a5aeaf9cca2192_generated.yaml,广州市香雪-ec3e82caff7f4ed096a5aeaf9cca2192.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '黄埔区' AND block_name = '香雪' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
广州市黄阁-1a43a3efa2ec472facedf596fbc35928_generated.yaml,广州市黄阁-1a43a3efa2ec472facedf596fbc35928.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '南沙区' AND block_name = '黄阁' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '南沙区' AND block_name = '黄阁' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '南沙区' AND block_name = '黄阁' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
广州市黄阁-a9a89f2ac83b4bfc833b641c89140a8d_generated.yaml,广州市黄阁-a9a89f2ac83b4bfc833b641c89140a8d.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '南沙区' AND block_name = '黄阁' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '南沙区' AND block_name = '黄阁' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '南沙区' AND block_name = '黄阁' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
广州市黄阁-ba330ab076304a9ab8b9852790bad9ec_generated.yaml,广州市黄阁-ba330ab076304a9ab8b9852790bad9ec.yaml,"[""SELECT date_code, supply_sets, trade_sets FROM public.new_house WHERE city_name = '广州市' AND district_name = '南沙区' AND block_name = '黄阁' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '南沙区' AND block_name = '黄阁' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '广州市' AND district_name = '南沙区' AND block_name = '黄阁' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
深圳市公明街道-3bdc723f7a8542c085b1fa7824dd7b78_generated.yaml,深圳市公明街道-3bdc723f7a8542c085b1fa7824dd7b78.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '光明区' AND block_name = '公明街道' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '光明区' AND block_name = '公明街道' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '光明区' AND block_name = '公明街道' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
深圳市公明街道-63dfba614f6c41598acc706e111aae20_generated.yaml,深圳市公明街道-63dfba614f6c41598acc706e111aae20.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '光明区' AND block_name = '公明街道' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '光明区' AND block_name = '公明街道' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '光明区' AND block_name = '公明街道' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
深圳市公明街道-ab80acaecfe443eca476ffb1403efb33_generated.yaml,深圳市公明街道-ab80acaecfe443eca476ffb1403efb33.yaml,"[""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '光明区' AND block_name = '公明街道' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '光明区' AND block_name = '公明街道' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '光明区' AND block_name = '公明街道' AND date_code >= '2020-01-01' AND date_code <= '2022-12-31'",No
深圳市公明街道-ac4712ba5aac4449ac9aa2484d3dbe9a_generated.yaml,深圳市公明街道-ac4712ba5aac4449ac9aa2484d3dbe9a.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '光明区' AND block_name = '公明街道' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '光明区' AND block_name = '公明街道' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '光明区' AND block_name = '公明街道' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
深圳市前海蛇口自贸区-333f506cfc35405180304f5e7214fa41_generated.yaml,深圳市前海蛇口自贸区-333f506cfc35405180304f5e7214fa41.yaml,"[""SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '南山区' AND block_name = '前海蛇口自贸区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'"", ""SELECT date_code, supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '南山区' AND block_name = '前海蛇口自贸区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'""]","SELECT supply_sets, trade_sets, dim_area FROM public.new_house WHERE city_name = '深圳市' AND district_name = '南山区' AND block_name = '前海蛇口自贸区' AND date_code >= '2021-01-01' AND date_code <= '2023-12-31'",No
